conference,title,abstract,keywords
IEEE Security and Privacy 2013,On Limitations of Friendly Jamming for Confidentiality,"Wireless communication provides unique security challenges, but also enables novel ways to defend against attacks. In the past few years, a number of works discussed the use of friendly jamming to protect the confidentiality of the communicated data as well as to enable message authentication and access control. In this work, we analytically and experimentally evaluate the confidentiality that can be achieved by the use of friendly jamming, given an attacker with multiple receiving antennas. We construct a MIMO-based attack that allows the attacker to recover data protected by friendly jamming and refine the conditions for which this attack is most effective. Our attack shows that friendly jamming cannot provide strong confidentiality guarantees in all settings. We further test our attack in a setting where friendly jamming is used to protect the communication to medical implants.","antenna arrays, biomedical communication, jamming, MIMO communication, prosthetics, radio networks, receiving antennas, telecommunication security, wireless communication, security, friendly jamming, confidentiality protection, message authentication, access control, multiple receiving antenna, MIMO-based attack, data recover protection, medical implant, Jamming, Antennas, Transmitters, Security, MIMO, Receivers, Implants, Friendly Jamming, Anti-Jamming, IMD,"
IEEE Security and Privacy 2013,Ally Friendly Jamming: How to Jam Your Enemy and Maintain Your Own Wireless Connectivity at the Same Time,"This paper presents a novel mechanism, called Ally Friendly Jamming, which aims at providing an intelligent jamming capability that can disable unauthorized (enemy) wireless communication but at the same time still allow authorized wireless devices to communicate, even if all these devices operate at the same frequency. The basic idea is to jam the wireless channel continuously but properly control the jamming signals with secret keys, so that the jamming signals are unpredictable interference to unauthorized devices, but are recoverable by authorized ones equipped with the secret keys. To achieve the ally friendly jamming capability, we develop new techniques to generate ally jamming signals, to identify and synchronize with multiple ally jammers. This paper also reports the analysis, implementation, and experimental evaluation of ally friendly jamming on a software defined radio platform. Both the analytical and experimental results indicate that the proposed techniques can effectively disable enemy wireless communication and at the same time maintain wireless communication between authorized devices.","jamming, software radio, wireless channels, ally friendly intelligent jamming, wireless connectivity, wireless communication device, wireless channel, jamming signal control, interference, software defined radio platform, Jamming, Wireless communication, Synchronization, Receivers, Correlation, Communication system security, Noise, Wireless, friendly jamming, interference cancellation,"
IEEE Security and Privacy 2013,Practical Timing Side Channel Attacks against Kernel Space ASLR,"Due to the prevalence of control-flow hijacking attacks, a wide variety of defense methods to protect both user space and kernel space code have been developed in the past years. A few examples that have received widespread adoption include stack canaries, non-executable memory, and Address Space Layout Randomization (ASLR). When implemented correctly (i.e., a given system fully supports these protection methods and no information leak exists), the attack surface is significantly reduced and typical exploitation strategies are severely thwarted. All modern desktop and server operating systems support these techniques and ASLR has also been added to different mobile operating systems recently. In this paper, we study the limitations of kernel space ASLR against a local attacker with restricted privileges. We show that an adversary can implement a generic side channel attack against the memory management system to deduce information about the privileged address space layout. Our approach is based on the intrinsic property that the different caches are shared resources on computer systems. We introduce three implementations of our methodology and show that our attacks are feasible on four different x86-based CPUs (both 32- and 64-bit architectures) and also applicable to virtual machines. As a result, we can successfully circumvent kernel space ASLR on current operating systems. Furthermore, we also discuss mitigation strategies against our attacks, and propose and implement a defense solution with negligible performance overhead.","operating systems (computers), security of data, virtual machines, timing side channel attacks, kernel space ASLR, address space layout randomization, control-flow hijacking attacks, defense methods, kernel space code, user space code, stack canaries, non-executable memory, modern desktop, server operating systems, mobile operating systems, local attacker, channel attack, memory management system, intrinsic property, computer systems, x86-based CPU, virtual machines, mitigation strategies, word length 32 bit, word length 64 bit, Kernel, Aerospace electronics, Layout, Timing, Memory management, Linux, Address Space Layout Randomization, Timing Attacks, Kernel Vulnerabilities, Exploit Mitigation,"
IEEE Security and Privacy 2013,PrivExec: Private Execution as an Operating System Service,"Privacy has become an issue of paramount importance for many users. As a result, encryption tools such as True Crypt, OS-based full-disk encryption such as File Vault, and privacy modes in all modern browsers have become popular. However, although such tools are useful, they are not perfect. For example, prior work has shown that browsers still leave many traces of user information on disk even if they are started in private browsing mode. In addition, disk encryption alone is not sufficient, as key disclosure through coercion remains possible. Clearly, it would be useful and highly desirable to have OS-level support that provides strong privacy guarantees for any application -- not only browsers. In this paper, we present the design and implementation of PrivExec, the first operating system service for private execution. PrivExec provides strong, general guarantees of private execution, allowing any application to execute in a mode where storage writes, either to the filesystem or to swap, will not be recoverable by others during or after execution. PrivExec does not require explicit application support, recompilation, or any other preconditions. We have implemented a prototype of PrivExec by extending the Linux kernel that is performant, practical, and that secures sensitive data against disclosure.","cryptography, data privacy, file organisation, Linux, online front-ends, PrivExec framework, encryption tools, TrueCrypt, OS-based full-disk encryption, FileVault, privacy modes, user information, private browsing mode, disk encryption, operating system service, private execution, filesystem, Linux kernel, sensitive data security, Containers, Kernel, Linux, Privacy, Encryption, Browsers, privacy, operating systems,"
IEEE Security and Privacy 2013,A Hybrid Architecture for Interactive Verifiable Computation,"We consider interactive, proof-based verifiable computation: how can a client machine specify a computation to a server, receive an answer, and then engage the server in an interactive protocol that convinces the client that the answer is correct, with less work for the client than executing the computation in the first place? Complexity theory and cryptography offer solutions in principle, but if implemented naively, they are ludicrously expensive. Recently, however, several strands of work have refined this theory and implemented the resulting protocols in actual systems. This work is promising but suffers from one of two problems: either it relies on expensive cryptography, or else it applies to a restricted class of computations. Worse, it is not always clear which protocol will perform better for a given problem.We describe a system that (a) extends optimized refinements of the non-cryptographic protocols to a much broader class of computations, (b) uses static analysis to fail over to the cryptographic ones when the non-cryptographic ones would be more expensive, and (c) incorporates this core into a built system that includes a compiler for a high-level language, a distributed server, and GPU acceleration. Experimental results indicate that our system performs better and applies more widely than the best in the literature.","interactive systems, protocols, interactive verifiable computation, built system, GPU acceleration, distributed server, high-level language, static analysis, noncryptographic protocols, cryptography, complexity theory, interactive protocol, client machine, proof-based verifiable computation, hybrid architecture, Protocols, Cryptography, Logic gates, Computational modeling, Servers, Context, Mathematical model,"
IEEE Security and Privacy 2013,Pinocchio: Nearly Practical Verifiable Computation,"To instill greater confidence in computations outsourced to the cloud, clients should be able to verify the correctness of the results returned. To this end, we introduce Pinocchio, a built system for efficiently verifying general computations while relying only on cryptographic assumptions. With Pinocchio, the client creates a public evaluation key to describe her computation; this setup is proportional to evaluating the computation once. The worker then evaluates the computation on a particular input and uses the evaluation key to produce a proof of correctness. The proof is only 288 bytes, regardless of the computation performed or the size of the inputs and outputs. Anyone can use a public verification key to check the proof. Crucially, our evaluation on seven applications demonstrates that Pinocchio is efficient in practice too. Pinocchio's verification time is typically 10ms: 5-7 orders of magnitude less than previous work; indeed Pinocchio is the first general-purpose system to demonstrate verification cheaper than native execution (for some apps). Pinocchio also reduces the worker's proof effort by an additional 19-60x. As an additional feature, Pinocchio generalizes to zero-knowledge proofs at a negligible cost over the base protocol. Finally, to aid development, Pinocchio provides an end-to-end toolchain that compiles a subset of C into programs that implement the verifiable computation protocol.","C language, cryptographic protocols, formal verification, program compilers, public key cryptography, Pinocchio, verifiable computation protocol, correctness verification, cryptographic assumptions, public evaluation key, public verification key, general-purpose system, zero-knowledge proofs, base protocol, end-to-end toolchain, Logic gates, Polynomials, Protocols, Wires, Cryptography, Encoding,"
IEEE Security and Privacy 2013,ObliviStore: High Performance Oblivious Cloud Storage,"We design and build ObliviStore, a high performance, distributed ORAM-based cloud data store secure in the malicious model. To the best of our knowledge, ObliviStore is the fastest ORAM implementation known to date, and is faster by 10X or more in comparison with the best known ORAM implementation. ObliviStore achieves high throughput by making I/O operations asynchronous. Asynchrony introduces security challenges, i.e., we must prevent information leakage not only through access patterns, but also through timing of I/O events. We propose various practical optimizations which are key to achieving high performance, as well as techniques for a data center to dynamically scale up a distributed ORAM. We show that with 11 trusted machines (each with a modern CPU), and 20 Solid State Drives, ObliviStore achieves a throughput of 31.5MB/s with a block size of 4KB.","cloud computing, input-output programs, parallel processing, security of data, storage allocation, ObliviStore, high-performance oblivious cloud storage, high-performance distributed ORAM-based cloud data storage, malicious model, asynchronous I/O operations, information leakage prevention, access patterns, I/O event timing, data center, CPU, solid state drives, block size, throughput, Servers, Cloud computing, Timing, Distributed databases, Cryptography, Hardware, oram, oblivious ram, oblivious storage, oblivistore, file system,"
IEEE Security and Privacy 2013,Hiding Information in Flash Memory,"This paper introduces a novel information hiding technique for Flash memory. The method hides data within an analog characteristic of Flash, the program time of individual bits. Because the technique uses analog behaviors, normal Flash memory operations are not affected and hidden information is invisible in the data stored in the memory. Even if an attacker checks a Flash chip's analog characteristics, experimental results indicate that the hidden information is difficult to distinguish from inherent manufacturing variation or normal wear on the device. Moreover, the hidden data can survive erasure of the Flash memory data, and the technique can be used on current Flash chips without hardware changes.","data encapsulation, flash memories, information hiding technique, analog characteristics, manufacturing variation, flash memory data, flash chips, Flash memories, Stress, Payloads, Logic gates, Error correction codes, Transistors, Standards, flash memory, security, steganography,"
IEEE Security and Privacy 2013,PUFs in Security Protocols: Attack Models and Security Evaluations,"In recent years, PUF-based schemes have not only been suggested for the basic security tasks of tamper sensitive key storage or system identification, but also for more complex cryptographic protocols like oblivious transfer (OT), bit commitment (BC), or key exchange (KE). In these works, so-called ""Strong PUFs"" are regarded as a new, fundamental cryptographic primitive of their own, comparable to the bounded storage model, quantum cryptography, or noisebased cryptography. This paper continues this line of research, investigating the correct adversarial attack model and the actual security of such protocols. In its first part, we define and compare different attack models. They reach from a clean, first setting termed the ""stand-alone, good PUF model"" to stronger scenarios like the ""bad PUF model"" and the ""PUF re-use model"". We argue why these attack models are realistic, and that existing protocols would be faced with them if used in practice. In the second part, we execute exemplary security analyses of existing schemes in the new attack models. The evaluated protocols include recent schemes from Brzuska et al. published at Crypto 2011 [1] and from Ostrovsky et al. [18]. While a number of protocols are certainly secure in their own, original attack models, the security of none of the considered protocols for OT, BC, or KE is maintained in all of the new, realistic scenarios. One consequence of our work is that the design of advanced cryptographic PUF protocols needs to be strongly reconsidered. Furthermore, it suggests that Strong PUFs require additional hardware properties in order to be broadly usable in such protocols: Firstly, they should ideally be ""erasable"", meaning that single PUF-responses can be erased without affecting other responses. If the area efficient implementation of this feature turns out to be difficult, new forms of Controlled PUFs [8] (such as Logically Erasable and Logically Reconfigurable PUFs [13]) may suffice in certain applications. Secondly, PUFs should be ""certifiable"", meaning that one can verify that the PUF has been produced faithfully and has not been manipulated in any way afterwards. The combined implementation of these features represents a pressing and challenging problem, which we pose to the PUF hardware community in this work.","cryptographic protocols, PUF-based scheme, physical unclonable function, security protocol, security evaluation, cryptographic protocol, oblivious transfer protocol, OT protocol, bit commitment protocol, BC protocol, key exchange protocol, KE protocol, cryptographic primitive, bounded storage model, quantum cryptography, noise-based cryptography, adversarial attack model, good PUF model, bad PUF model, PUF reuse model, controlled PUF, Protocols, Cryptography, Biological system modeling, Computational modeling, Hardware, Adaptation models, (Strong) Physical Unclonable Functions, (Strong) PUFs, Attack Models, Oblivious Transfer, Bit Commitment, Key Exchange, Erasable PUFs, Certifiable PUFs,"
IEEE Security and Privacy 2013,SoK: Secure Data Deletion,"Secure data deletion is the task of deleting data irrecoverably from a physical medium. In the digital world, data is not securely deleted by default; instead, many approaches add secure deletion to existing physical medium interfaces. Interfaces to the physical medium exist at different layers, such as user-level applications, the file system, the device driver, etc. Depending on which interface is used, the properties of an approach can differ significantly. In this paper, we survey the related work in detail and organize existing approaches in terms of their interfaces to physical media. We further present a taxonomy of adversaries differing in their capabilities as well as a systematization for the characteristics of secure deletion approaches. Characteristics include environmental assumptions, such as how the interface's use affects the physical medium, as well as behavioural properties of the approach such as the deletion latency and physical wear. We perform experiments to test a selection of approaches on a variety of file systems and analyze the assumptions made in practice.","security of data, secure data deletion, digital world, physical medium interface, adversaries taxonomy, secure deletion approach, environmental assumption, deletion latency, physical wear, Media, Ash, Databases, Cryptography, Hardware, File systems, Secure deletion, Flash memory, Magnetic memory, File systems,"
IEEE Security and Privacy 2013,Anon-Pass: Practical Anonymous Subscriptions,"We present the design, security proof, and implementation of an anonymous subscription service. Users register for the service by providing some form of identity, which might or might not be linked to a real-world identity such as a credit card, a web login, or a public key. A user logs on to the system by presenting a credential derived from information received at registration. Each credential allows only a single login in any authentication window, or epoch. Logins are anonymous in the sense that the service cannot distinguish which user is logging in any better than random guessing. This implies unlinkability of a user across different logins. We find that a central tension in an anonymous subscription service is the service provider's desire for a long epoch (to reduce server-side computation) versus users' desire for a short epoch (so they can repeatedly ""re-anonymize"" their sessions). We balance this tension by having short epochs, but adding an efficient operation for clients who do not need unlinkability to cheaply re-authenticate themselves for the next time period. We measure performance of a research prototype of our protocol that allows an independent service to offer anonymous access to existing services. We implement a music service, an Android-based subway-pass application, and a web proxy, and show that adding anonymity adds minimal client latency and only requires 33 KB of server memory per active user.","mobile computing, music, operating systems (computers), security of data, client latency, Web proxy, Android-based subway-pass application, music service, user login, authentication window, anonymous subscription service, Anon-Pass application, Servers, Protocols, Subscriptions, Public key, Streaming media, Couplings, Anonymous Subscriptions,"
IEEE Security and Privacy 2013,Privacy-Preserving Ridge Regression on Hundreds of Millions of Records,"Ridge regression is an algorithm that takes as input a large number of data points and finds the best-fit linear curve through these points. The algorithm is a building block for many machine-learning operations. We present a system for privacy-preserving ridge regression. The system outputs the best-fit curve in the clear, but exposes no other information about the input data. Our approach combines both homomorphic encryption and Yao garbled circuits, where each is used in a different part of the algorithm to obtain the best performance. We implement the complete system and experiment with it on real data-sets, and show that it significantly outperforms pure implementations based only on homomorphic encryption or Yao circuits.","cryptography, data privacy, learning (artificial intelligence), privacy-preserving ridge regression, best-fit linear curve, machine learning operation, homomorphic encryption, Yao garbled circuits, Encryption, Protocols, Vectors, Integrated circuit modeling, Data models, Prediction algorithms,"
IEEE Security and Privacy 2013,A Scanner Darkly: Protecting User Privacy from Perceptual Applications,"Perceptual, ""context-aware"" applications that observe their environment and interact with users via cameras and other sensors are becoming ubiquitous on personal computers, mobile phones, gaming platforms, household robots, and augmented-reality devices. This raises new privacy risks. We describe the design and implementation of DARKLY, a practical privacy protection system for the increasingly common scenario where an untrusted, third-party perceptual application is running on a trusted device. DARKLY is integrated with OpenCV, a popular computer vision library used by such applications to access visual inputs. It deploys multiple privacy protection mechanisms, including access control, algorithmic privacy transforms, and user audit. We evaluate DARKLY on 20 perceptual applications that perform diverse tasks such as image recognition, object tracking, security surveillance, and face detection. These applications run on DARKLY unmodified or with very few modifications and minimal performance overheads vs. native OpenCV. In most cases, privacy enforcement does not reduce the applications' functionality or accuracy. For the rest, we quantify the tradeoff between privacy and utility and demonstrate that utility remains acceptable even with strong privacy protection.","computer vision, data privacy, image scanners, ubiquitous computing, user privacy protection, third-party perceptual application, context-aware applications, privacy risks, scanner DARKLY, practical privacy protection system, OpenCV, computer vision library, multiple privacy protection mechanisms, utility, Privacy, Face, Transforms, Robots, Cameras, Libraries, Sensors, Computer vision, Privacy,"
IEEE Security and Privacy 2013,Caveat Coercitor: Coercion-Evidence in Electronic Voting,"The balance between coercion-resistance, election verifiability and usability remains unresolved in remote electronic voting despite significant research over the last few years. We propose a change of perspective, replacing the requirement of coercion-resistance with a new requirement of coercion-evidence: there should be public evidence of the amount of coercion that has taken place during a particular execution of the voting system. We provide a formal definition of coercion-evidence that has two parts. Firstly, there should be a coercion-evidence test that can be performed against the bulletin board to accurately determine the degree of coercion that has taken place in any given run. Secondly, we require coercer independence, that is the ability of the voter to follow the protocol without being detected by the coercer. To show how coercion-evidence can be achieved, we propose a new remote voting scheme, Caveat Coercitor, and we prove that it satisfies coercion-evidence. Moreover, Caveat Coercitor makes weaker trust assumptions than other remote voting systems, such as JCJ/Civitas and Helios, and has better usability properties.","government data processing, security of data, caveat coercitor scheme, coercion evidence, electronic voting, coercion resistance, election verifiability, election usability, coercer independence, Helios system, JCJ-Civitas system, Nominations and elections, Protocols, Encryption, Electronic voting, Usability, Coercion resistance, coercion evidence, electronic voting, verifiable elections, security protocols, security models, usability,"
IEEE Security and Privacy 2013,SoK: The Evolution of Sybil Defense via Social Networks,"Sybil attacks in which an adversary forges a potentially unbounded number of identities are a danger to distributed systems and online social networks. The goal of sybil defense is to accurately identify sybil identities. This paper surveys the evolution of sybil defense protocols that leverage the structural properties of the social graph underlying a distributed system to identify sybil identities. We make two main contributions. First, we clarify the deep connection between sybil defense and the theory of random walks. This leads us to identify a community detection algorithm that, for the first time, offers provable guarantees in the context of sybil defense. Second, we advocate a new goal for sybil defense that addresses the more limited, but practically useful, goal of securely white-listing a local region of the graph.","security of data, social networking (online), SoK framework, social network, sybil defense protocol, sybil identity, random walks theory, community detection algorithm, graph white-listing, Protocols, Communities, Image edge detection, Facebook, Robustness, Detection algorithms,"
