conference,title,abstract
symp2013,Pisces: Anonymous Communication Using Social Networks,"We show that social networks can improve user privacy! We present Pisces, a system for anonymous communication that leverages users’ trusted social contacts. Pisces minimizes an attacker’s ability to compromise user anonymity by explicitly considering social trust in the design of anonymous paths. Pisces is secure against a colluding byzantine adversary, and provides better anonymity than Tor."
symp2013,Preserving Link Privacy in Social Network Based Systems,"We show that it is possible to enable the design of social network based systems, while protecting the privacy of users’ social contacts. Our approach is to perturb the social network graph, by removing existing edges and adding fake edges, such that the local community structures in the network are preserved. We characterize utility and privacy of such perturbed graphs."
symp2013,COMPA: Detecting Compromised Accounts on Social Networks,"COMPA detects compromised, yet legitimate social network accounts by building behavioral profiles for inpidual accounts and matching new messages against the extracted behavior. Should multiple similar messages violate their users’ behavioral profiles, COMPA declares these users as compromised. COMPA demonstrated high precision when evaluated on large-scale real-world datasets (1.4B Twitter, 106M Facebook messages)."
symp2013,Social Turing Tests: Crowdsourcing Sybil Detection,"We explore the feasibility of a crowdsourced system using human intuition to detect Sybil (fake accounts) in online social networks. We conduct a large user study using a large corpus of ground-truth from Facebook and Renren, and users from Amazon Turk and Chinese crowdsourcing systems. We find this approach promising and propose a multi-tier detection system that is both scalable and highly accurate."
symp2013,Comparing Mobile Privacy Protection through Cross-Platform Applications,"In this paper, we make the first attempt to establish a baseline for the security comparison between iOS and Android. Our analysis over 2,600 cross-platform applications shows that iOS applications consistently access more security sensitive APIs than their counterparts on Android. We then investigate further on both third-party libraries and applications’ own code to reveal the underlying reasons."
symp2013,On Implementing Deniable Storage Encryption for Mobile Devices,"To enable plausibly deniable encryption on mobile devices, we introduce Mobiflage that hides encrypted volumes within random data on the device’s external storage. By providing a decoy key, users can plausibly deny the existence of any hidden data. Our Android prototype includes countermeasures for known weaknesses in desktop PDE systems, and highlights challenges of implementing PDE schemes on mobile systems."
symp2013,Contextual Policy Enforcement in Android Applications with Permission Event Graphs,"Malicious smartphone applications often surreptitiously access sensitive resources or abuse their privileges. We present a new approach for checking and enforcing policies concerning the context and order in which permissions and APIs may be used in an Android application. Our checker constructs Permission Event Graphs, a new, finite-state abstraction of the operating system context in which an application uses a permission. Our experiments show that we can check complex temporal policies with low false positives and false negatives."
symp2013,Low-cost Standard Signatures in Wireless Sensor Networks: A Case for Reviving Pre-computation Techniques?,This work describes new pre-computation techniques for cryptographic schemes that exploit recent results on Cayley graph expanders and leverage excess energy generated by micro solar cells and small wind turbines placed on low-power devices. Our improved schemes outperform prior art by as much as 50%.
symp2013,Clickonomics: Determining the Effect of Anti-Piracy Measures for One-Click Hosting,"This paper reports on a large-scale measurement study about the effects of measures against copyright infringement on One-Click Hosters (or “cyberlockers”). While such efforts are visible, their overall impact appears to be rather limited. The paper also discusses proposed new measures (such as SOPA) and finds that they may not be as successful as their proponents might expect."
symp2013,FRESCO: Modular Composable Security Services for Software-Defined Networks,"OpenFlow is an open standard that has gained tremendous interest in the last few years.  In this paper we introduce FRESCO, an OpenFlow security application development framework designed to facilitate the rapid design, and modular composition of OF-enabled detection and mitigation modules. FRESCO offers a programming framework that enables security researchers to implement, and compose together, many different security modules."
symp2013,Intention and Origination: An Inside Look at Large-Scale Bot Queries,"Modern attackers increasingly exploit search engines as a vehicle to identify vulnerabilities and to gather information for launching new attacks. In this paper, we perform a large-scale quantitative analysis on bot queries received by the Bing search engine over month-long periods. Our analysis is based on an automated system, called SBotScope, that we develop to dissect large-scale bot queries. Our study shows that 33% of bot are searching for vulnerabilities, followed by 11% harvesting user account information. In one of our 16-day datasets, we uncover 8.2 million hosts from botnets and 13,364 hosts from data centers submitting bot queries."
symp2013,Juice: A Longitudinal Study of an SEO Botnet,"Black hat search engine optimization (SEO) campaigns attempt to attract and monetize traffic.  Using Web site compromise and cloaking, SEO botnets can manipulate search result rankings, ultimately directing users to sites promoting scams (e.g. fake antivirus).  In this paper, we infiltrate an influential SEO botnet, GR, characterize its dynamics and effectiveness and identify key scams driving its innovation."
symp2013,I want my voice to be heard: IP over Voice-over-IP for unobservable censorship circumvention,"We propose an unobservable censorship-resistant infrastructure, called FreeWave. FreeWave works by modulating a client’s Internet traffic into acoustic signals that are carried over VoIP connections. The use of actual VoIP connections, as opposed to traffic mimicking, allows FreeWave to relay its VoIP connections through oblivious VoIP nodes, hence keeping the FreeWave server(s) unobservable and unblockable. We prototype FreeWave over Skype."
symp2013,OIRS: Outsourced Image Recovery Service from Compressive Sensing with Privacy Assurance,Privacy Policy
symp2013,How Privacy Leaks From Bluetooth Mouse,Privacy Policy
symp2013,Practical Timing Side Channel Attacks Against Kernel Space ASLR,Privacy Policy
symp2013,"Updates from the Internet Backbone: An RPKI/RTR Router Implementation, Measurements, and Analysis",Privacy Policy
symp2013,A Formal Framework for Network Security Design Synthesis,Privacy Policy
symp2013,Automatic Protocol Selection in Secure Two-Party Computations,Privacy Policy
symp2013,Assessing software integrity of virtual appliances through software whitelists: Is it any good?,Privacy Policy
symp2013,Privacy-Enhancing Technologies for Medical Tests Using Genomic Data,Privacy Policy
symp2013,Oblivistore: High Performance Oblivious Distributed Cloud Data Store,Privacy Policy
symp2013,A Non-Interactive Dual Channel Authentication Protocol For Assuring Psuedo-Confidentiality,Privacy Policy
symp2013,Macroeconomic Analysis of Malware,Privacy Policy
symp2013,Transforming and Taming Privacy-Breaching Android Applications,Privacy Policy
symp2013,You Can't Do Today's Security With Yesterday's Methods,"“Creative thinking is not a talent, it is a skill that can be learnt. It empowers people by adding strength to their natural abilities which improves teamwork, productivity and where appropriate profits.” — Edward De Bono"
symp2013,One (Block) Size Fits All: PIR and SPIR with Variable-Length Records via Multi-Block Queries,We propose a communication-efficient method for users to fetch multiple blocks in Goldberg’s information-theoretic private information retrieval (PIR) scheme. Our approach trades off some Byzantine robustness to improve throughput without affecting privacy. We leverage our multi-block queries to construct four symmetric PIR (SPIR) protocols for databases with variable-length records. Three of our protocols support pricing and are therefore well suited to privacy-friendly sales of digital goods.
symp2013,rBridge: User Reputation based Tor Bridge Distribution with Privacy Preservation,"A key challenge to the Tor bridge based circumvention system is to distribute bridges to a large scale of users while avoiding bridges falling into the hands of corrupt users. We propose rBridge — a user reputation system for bridge distribution to limit corrupt users from repeatedly blocking bridges. In addition, we study the privacy preservation problem in bridge distribution and propose a privacy-preserving rBridge scheme."
symp2013,An Empirical Evaluation of Relay Selection in Tor,"We develop large network graphs that capture the live Tor network’s autonomous system boundaries, points-of-presence, inter-relay latencies and relay performance characteristics. Using our network models, we evaluate a series of proposed relay selection strategies under various network conditions.  We additionally quantify the anonymity properties of each approach using simulations driven by data from the live Tor network."
symp2013,LIRA: Lightweight Incentivized Routing for Anonymity,"A lack of incentives for volunteers to contribute resources to Tor has lead to performance and scalability problems while hindering user anonymity. We introduce LIRA, a scheme that uses proportional differentiation to produce performance incentives for contributors and a novel cryptographic lottery scheme that is more efficient and provides better anonymity than previous Tor incentive proposals."
symp2013,KinWrite: Handwriting-Based Authentication Using Kinect,"We propose a user-friendly authentication system (KinWrite) that lets users write their passwords in 3D space and captures the handwriting movement using a low cost motion input sensing device — Kinect.  Because of the built-in behavioral biometrics in handwriting, KinWrite allows users to choose short and easy-to-memorize passwords while providing resistance  to password cracking."
symp2013,Tailing RFID Tags for Clone Detection,"We propose a new approach to detection of counterfeit tags and goods in RFID-enabled supply chains. Called tailing, our approach involves periodic insertion of random data into tags, creating a kind of “synthetic pedigree.” We show in supply-chain simulations how our approach enables a verifier to detect bogus tags even when hindered by partial visibility."
symp2013,One Bad Apple: Backwards Compatibility Attacks on State-of-the-Art Cryptography,"Often a cryptographic standard offers a choice between several algorithms to perform the same cryptographic task, including secure state-of-the-art cryptosystems, as well as insecure legacy cryptosystems with known vulnerabilities that are made available for backwards compatibility reasons. Obviously using insecure legacy cryptosystems is dangerous. However, we show the less obvious fact that even if users have the best of intentions to use only the most up-to-date, vulnerability-free version of a system, the mere existence of support for old versions can have a catastrophic effect on security."
symp2013,Does Counting Still Count? Revisiting the Security of Counting based User Authentication Protocols against Statistical Attacks,"At NDSS 2012, Yan et al. proposed a generic statistical attack on counting-based authentication protocols. However, they did not give details of any fixes against this attack barring a few suggestions. We generalize this attack with a much more comprehensive theoretical analysis, and propose two fixes to make counting-based protocols practically safe against the attack at the cost of usability."
symp2013,Toward Online Verification of Client Behavior in Distributed Applications,"We present a new technique by which a server can verify the consistency of a client’s behavior with the sanctioned client software, even though the server does not know inputs local to the client that are driving its behavior.  Our approach improves upon previous approaches in precision, bandwidth consumption, and/or computational expense."
symp2013,Clear and Present Data: Opaque Traffic and its Security Implications for the Future,"Opaque, i.e., compressed or encrypted, traffic incurs high overhead for DPI engines yet often yields little useful information. Our experiments indicate that 89% of payload-carrying TCP packets are opaque. We provide a first step toward addressing the challenges presented by the abundance of opaque traffic by introducing new techniques for accurate real-time filtering of opaque packets in 16 bytes or less."
symp2013,Verito: A Practical System for Transparency and Accountability in Virtual Economies,"We propose Verito, a practical solution that provides transparency and accountability for purchase of virtual goods and services online platforms like Facebook, Xbox and IOS. Consumer interests, including transparency, fairness, non-repudiation, and performance issues, are protected through the use of a novel combination of cryptographic solutions, without the need to rely solely on platform providers or regulation."
symp2013,Secure Computation on Floating Point Numbers,"This work proposes the first feasible solutions for secure multi-party computation with real numbers in floating point representation. It also provides techniques for performing more complex operations such as square root, logarithm, and exponentiation. Our experiments show that not only are the proposed protocols efficient, but in certain cases they outperform operations on integers."
symp2013,Analyzing Unique-Bid Auction Sites for Fun and Profit,"Unique-Bid auction sites have gained popularity on the Internet in recent years. Using data extracted from such a site, we constructed an agent-based model simulating users’ bidding behaviors. We designed several automated winning strategies that performed well in the simulated environment. Finally, we demonstrated one strategy against a commercial auction site, achieving a 91% win rate and over 1000GBP profit."
symp2013,Fix Me Up: Repairing Access-Control Bugs in Web Applications,"Access-control policies in Web applications ensure that only authorized users can navigate to privileged pages, access databases, and perform other sensitive operations.  Unfortunately, errors in access-control logic are very common.  We present FixMeUp, a new static analysis tool that finds access-control bugs in PHP applications and generates repairs."
symp2013,Automatically Inferring the Evolution of Malicious Activity on the Internet,"Malicious activity (spam, scans, botnets) arises from virtually anywhere on the Internet and frequently shifts longitudinally over time. We develop the first algorithmic techniques to automatically infer regions of the Internet with shifting security characteristics in an online fashion. Our evaluations on real network data highlight some regions (some small ISPs and hosting providers) are prone to much faster changes than others."
symp2013,Detection of Malicious PDF Files Based on Hierarchical Document Structure,"In this paper, we propose an efficient static method for detection of malicious PDF documents which relies on essential differences in the structural properties of malicious and benign PDF files. We demonstrate its effectiveness on a data corpus containing about 600,000 real-world malicious and benign PDF files and evaluate its resistance against adversarial evasion attempts."
symp2013,Behind the Scenes of Online Attacks: an Analysis of Exploitation Behaviors on the Web,"This work presents the design, implementation, and deployment of a network of 500 fully functional vulnerable websites aimed at studying what attackers do after they compromise a web application. Over 100 days of experiments, our system was able to collect and cluster 6,000 attacks containing over 85,000 files. This allowed us to draw a general picture of the web application attack landscape."
