conference,title,abstract,keywords
IEEE Security and Privacy 2011,"""You Might Also Like:"" Privacy Risks of Collaborative Filtering","Many commercial websites use recommender systems to help customers locate products and content. Modern recommenders are based on collaborative filtering: they use patterns learned from users' behavior to make recommendations, usually in the form of related-items lists. The scale and complexity of these systems, along with the fact that their outputs reveal only relationships between items (as opposed to information about users), may suggest that they pose no meaningful privacy risk. In this paper, we develop algorithms which take a moderate amount of auxiliary information about a customer and infer this customer's transactions from temporal changes in the public outputs of a recommender system. Our inference attacks are passive and can be carried out by any Internet user. We evaluate their feasibility using public data from popular websites Hunch, Last. fm, Library Thing, and Amazon.","consumer behaviour, data privacy, groupware, inference mechanisms, information filtering, Internet, recommender systems, Web sites, privacy risks, collaborative filtering, commercial Web sites, recommender systems, customer transactions, inference attacks, Internet user, Hunch, Last.fm, Library Thing, Amazon, Recommender systems, Inference algorithms, Collaboration, Covariance matrix, History, Privacy, Accuracy,"
IEEE Security and Privacy 2011,Quantifying Location Privacy,"It is a well-known fact that the progress of personal communication devices leads to serious concerns about privacy in general, and location privacy in particular. As a response to these issues, a number of Location-Privacy Protection Mechanisms (LPPMs) have been proposed during the last decade. However, their assessment and comparison remains problematic because of the absence of a systematic method to quantify them. In particular, the assumptions about the attacker's model tend to be incomplete, with the risk of a possibly wrong estimation of the users' location privacy. In this paper, we address these issues by providing a formal framework for the analysis of LPPMs, it captures, in particular, the prior information that might be available to the attacker, and various attacks that he can perform. The privacy of users and the success of the adversary in his location-inference attacks are two sides of the same coin. We revise location privacy by giving a simple, yet comprehensive, model to formulate all types of location-information disclosure attacks. Thus, by formalizing the adversary's performance, we propose and justify the right metric to quantify location privacy. We clarify the difference between three aspects of the adversary's inference attacks, namely their accuracy, certainty, and correctness. We show that correctness determines the privacy of users. In other words, the expected estimation error of the adversary is the metric of users' location privacy. We rely on well-established statistical methods to formalize and implement the attacks in a tool: the Location-Privacy Meter that measures the location privacy of mobile users, given various LPPMs. In addition to evaluating some example LPPMs, by using our tool, we assess the appropriateness of some popular metrics for location privacy: entropy and k-anonymity. The results show a lack of satisfactory correlation between these two metrics and the success of the adversary in inferring the users' actual locations.","data privacy, mobile computing, statistical analysis, quantifying location privacy, personal communication devices, location privacy protection mechanisms, LPPM, systematic method, attackers model, wrong estimation, users location privacy, formal framework, location inference attacks, quantify location privacy, statistical methods, mobile users, Privacy, Measurement, Accuracy, Mobile communication, Gold, Random variables, Data privacy, Location Privacy, Evaluation Framework, Location Traces, Quantifying Metric, Location-Privacy Meter,"
IEEE Security and Privacy 2011,Preventing Sybil Attacks by Privilege Attenuation: A Design Principle for Social Network Systems,"In Face book-style Social Network Systems (FSNSs), which are a generalization of the access control model of Face book, an access control policy specifies a graph-theoretic relationship between the resource owner and resource access or that must hold in the social graph in order for access to be granted. Pseudonymous identities may collude to alter the topology of the social graph and gain access that would otherwise be forbidden. We formalize Denning's Principle of Privilege Attenuation (POPA) as a run-time property, and demonstrate that it is a necessary and sufficient condition for preventing the above form of Sybil attacks. A static policy analysis is then devised for verifying that an FSNS is POPA compliant (and thus Sybil free). The static analysis is proven to be both sound and complete. We also extend our analysis to cover a peculiar feature of FSNS, namely, what Fong et al. dubbed as Stage-I Authorization. We discuss the anomalies resulted from this extension, and point out the need to redesign Stage-I Authorization to support a rational POPA-compliance analysis.","authorisation, graph theory, program diagnostics, social networking (online), Sybil attack prevention, principle of privilege attenuation, social network systems, Facebook, access control model, graph-theoretic relationship, social graph, gain access, POPA-compliance analysis, static policy analysis, stage-I authorization, Facebook, Vocabulary, Authorization, Topology, access control, social network systems, Sybil attacks, Principle of Privilege Attenuation, soundness, completeness of static analysis,"
IEEE Security and Privacy 2011,PRISM: Program Replication and Integration for Seamless MILS,"We describe how to combine a minimal Trusted Computing Base (TCB) with polyinstantiated and slightly augmented Commercial Off The Shelf (COTS) software programs in separate Single Level Secure (SLS) partitions to create MultiLevel Secure (MLS) applications. These MLS applications can coordinate fine grained (intra-document) Bell LaPadula (BLP) [6] separation between information at multiple security levels. The untrusted COTS programs in the SLS partitions send at-level file edits as diff transactions to the TCB. The TCB verifies that BLP semantics will be observed and then patches these transactions into its canonical representation of the file. Finally, it releases appropriately filtered versions back to each SLS partition for re-assembly into the COTS program's standard file format. Furthermore, by judiciously restricting how the user can interact with the system the multiple SLS instantiations of the COTS program can be made to appear as if they are a single MLS instantiation. We demonstrate the utility of this approach using Microsoft Word and DokuWiki.","security of data, PRISM, program replication and integration for seamless MILS, trusted computing base, TCB, Commercial Off The Shelf, COTS, software programs, single level secure, SLS, MultiLevel Secure, MLS, Bell LaPadula, BLP, filtered versions, Microsoft Word, DokuWiki, Security, Computer architecture, Monitoring, Operating systems, Internet, Three dimensional displays, Computer security, Data security, Information security, Multilevel systems, Software architecture, Application virtualization, Military computing, Data storage systems, File systems, Information entropy,"
IEEE Security and Privacy 2011,Virtuoso: Narrowing the Semantic Gap in Virtual Machine Introspection,"Introspection has featured prominently in many recent security solutions, such as virtual machine-based intrusion detection, forensic memory analysis, and low-artifact malware analysis. Widespread adoption of these approaches, however, has been hampered by the semantic gap: in order to extract meaningful information about the current state of a virtual machine, detailed knowledge of the guest operating system's inner workings is required. In this paper, we present a novel approach for automatically creating introspection tools for security applications with minimal human effort. By analyzing dynamic traces of small, in-guest programs that compute the desired introspection information, we can produce new programs that retrieve the same information from outside the guest virtual machine. We demonstrate the efficacy of our techniques by automatically generating 17 programs that retrieve security information across 3 different operating systems, and show that their functionality is unaffected by the compromise of the guest system. Our technique allows introspection tools to be effortlessly generated for multiple platforms, and enables the development of rich introspection-based security applications.","security of data, virtual machines, virtuoso, virtual machine introspection, virtual machine-based intrusion detection, forensic memory analysis, malware analysis, operating system, Virtual machining, Training, Kernel, Malware, Data mining, virtual machine introspection, security, dynamic analysis, virtualization,"
IEEE Security and Privacy 2011,HomeAlone: Co-residency Detection in the Cloud via Side-Channel Analysis,"Security is a major barrier to enterprise adoption of cloud computing. Physical co-residency with other tenants poses a particular risk, due to pervasive virtualization in the cloud. Recent research has shown how side channels in shared hardware may enable attackers to exfiltrate sensitive data across virtual machines (VMs). In view of such risks, cloud providers may promise physically isolated resources to select tenants, but a challenge remains: Tenants still need to be able to verify physical isolation of their VMs. We introduce Home Alone, a system that lets a tenant verify its VMs' exclusive use of a physical machine. The key idea in Home Alone is to invert the usual application of side channels. Rather than exploiting a side channel as a vector of attack, Home Alone uses a side-channel (in the L2 memory cache) as a novel, defensive detection tool. By analyzing cache usage during periods in which ""friendly"" VMs coordinate to avoid portions of the cache, a tenant using Home Alone can detect the activity of a co-resident ""foe"" VM. Key technical contributions of Home Alone include classification techniques to analyze cache usage and guest operating system kernel modifications that minimize the performance impact of friendly VMs sidestepping monitored cache portions. Home Alone requires no modification of existing hyper visors and no special action or cooperation by the cloud provider.","cache storage, cloud computing, formal verification, operating system kernels, security of data, ubiquitous computing, virtual machines, virtualisation, HomeAlone, co-residency detection, cloud computing, side-channel analysis, physical co-residency, pervasive virtualization, virtual machines, L2 memory cache, defensive detection tool, cache usage, co-resident foe VM activity detection, guest operating system kernel modifications, Cloud computing, Timing, Virtual machine monitors, Probes, Hardware, Monitoring, Virtual machining, Cloud computing, Infrastructure-as-a-Service (IaaS), co-residency detection, side-channel analysis,"
IEEE Security and Privacy 2011,"TxBox: Building Secure, Efficient Sandboxes with System Transactions","TxBox is a new system for sand boxing untrusted applications. It speculatively executes the application in a system transaction, allowing security checks to be parallelized and yielding significant performance gains for techniques such as on-access anti-virus scanning. TxBox is not vulnerable to TOCTTOU attacks and incorrect mirroring of kernel state. Furthermore, TxBox supports automatic recovery: if a violation is detected, the sand boxed program is terminated and all of its effects on the host are rolled back. This enables effective enforcement of security policies that span multiple system calls.","security of data, TxBox, efficient sandboxes, building security, system transactions, sand boxing untrusted applications, system transaction, security checks, onaccess antivirus scanning, TOCTTOU attacks, kernel state, automatic recovery, sand boxed program, security policies, Monitoring, Kernel, Instruments, Codecs, Malware, Semantics, sandbox, transaction, speculative execution,"
IEEE Security and Privacy 2011,Differential Slicing: Identifying Causal Execution Differences for Security Applications,"A security analyst often needs to understand two runs of the same program that exhibit a difference in program state or output. This is important, for example, for vulnerability analysis, as well as for analyzing a malware program that features different behaviors when run in different environments. In this paper we propose a differential slicing approach that automates the analysis of such execution differences. Differential slicing outputs a causal difference graph that captures the input differences that triggered the observed difference and the causal path of differences that led from those input differences to the observed difference. The analyst uses the graph to quickly understand the observed difference. We implement differential slicing and evaluate it on the analysis of 11 real-world vulnerabilities and 2 malware samples with environment-dependent behaviors. We also evaluate it in an informal user study with two vulnerability analysts. Our results show that differential slicing successfully identifies the input differences that caused the observed difference and that the causal difference graph significantly reduces the amount of time and effort required for an analyst to understand the observed difference.","program slicing, security of data, differential slicing, causal execution differences, malware program, causal difference graph, Computer crashes, Malware, Indexing, Argon, Algorithm design and analysis, Resource management,"
IEEE Security and Privacy 2011,Automated Analysis of Security-Critical JavaScript APIs,"JavaScript is widely used to provide client-side functionality in Web applications. To provide services ranging from maps to advertisements, Web applications may incorporate untrusted JavaScript code from third parties. The trusted portion of each application may then expose an API to untrusted code, interposing a reference monitor that mediates access to security-critical resources. However, a JavaScript reference monitor can only be effective if it cannot be circumvented through programming tricks or programming language idiosyncrasies. In order to verify complete mediation of critical resources for applications of interest, we define the semantics of a restricted version of JavaScript devised by the ECMA Standards committee for isolation purposes, and develop and test an automated tool that can soundly establish that a given API cannot be circumvented or subverted. Our tool reveals a previously-undiscovered vulnerability in the widely-examined Yahoo! AD Safe filter and verifies confinement of the repaired filter and other examples from the Object-Capability literature.","application program interfaces, information filtering, Java, security of data, automated analysis, security critical JavaScript API, client side functionality, JavaScript code, untrusted code, security critical resources, programming language idiosyncrasies, programming tricks, critical resources, Yahoo AD Safe filter, object capability literature, Semantics, Syntactics, Reactive power, Encapsulation, Arrays, Prototypes, Monitoring, Language-Based Security, Points-to Analysis, APIs, Javascript,"
IEEE Security and Privacy 2011,Memoir: Practical State Continuity for Protected Modules,"To protect computation, a security architecture must safeguard not only the software that performs it but also the state on which the software operates. This requires more than just preserving state confidentiality and integrity, since, e.g., software may err if its state is rolled back to a correct but stale version. For this reason, we present Memoir, the first system that fully ensures the continuity of a protected software module's state. In other words, it ensures that a module's state remains persistently and completely inviolate. A key contribution of Memoir is a technique to ensure rollback resistance without making the system vulnerable to system crashes. It does this by using a deterministic module, storing a concise summary of the module's request history in protected NVRAM, and allowing only safe request replays after crashes. Since frequent NVRAM writes are impractical on modern hardware, we present a novel way to leverage limited trusted hardware to minimize such writes. To ensure the correctness of our design, we develop formal, machine-verified proofs of safety. To demonstrate Memoir's practicality, we have built it and conducted evaluations demonstrating that it achieves reasonable performance on real hardware. Furthermore, by building three useful Memoir-protected modules that rely critically on state continuity, we demonstrate Memoir's versatility.","security of data, software architecture, security architecture, Memoir, deterministic module, NVRAM, Autobiographies, Random access memory, Nonvolatile memory, Computer crashes, Radiation detectors, Cryptography, Hardware,"
IEEE Security and Privacy 2011,A Formalization of the Security Features of Physical Functions,"Physical attacks against cryptographic devices typically take advantage of information leakage (e.g., side-channels attacks) or erroneous computations (e.g., fault injection attacks). Preventing or detecting these attacks has become a challenging task in modern cryptographic research. In this context intrinsic physical properties of integrated circuits, such as Physical(ly) Unclonable Functions~(PUFs), can be used to complement classical cryptographic constructions, and to enhance the security of cryptographic devices. PUFs have recently been proposed for various applications, including anti-counterfeiting schemes, key generation algorithms, and in the design of block ciphers. However, currently only rudimentary security models for PUFs exist, limiting the confidence in the security claims of PUF-based security primitives. A useful model should at the same time (i) define the security properties of PUFs abstractly and naturally, allowing to design and formally analyze PUF-based security solutions, and (ii) provide practical quantification tools allowing engineers to evaluate PUF instantiations. In this paper, we present a formal foundation for security primitives based on PUFs. Our approach requires as little as possible from the physics and focuses more on the main properties at the heart of most published works on PUFs: robustness (generation of stable answers), unclonability (not provided by algorithmic solutions), and unpredictability. We first formally define these properties and then show that they can be achieved by previously introduced PUF instantiations. We stress that such a consolidating work allows for a meaningful security analysis of security primitives taking advantage of physical properties, becoming increasingly important in the development of the next generation secure information systems.","cryptography, security features, physical functions, physical attacks, cryptographic devices, information leakage, side channels attacks, erroneous computations, fault injection attacks, cryptographic research, context intrinsic physical properties, integrated circuits, physical unclonable functions, PUF, cryptographic constructions, anticounterfeiting schemes, key generation algorithms, block ciphers, rudimentary security models, quantification tools, algorithmic solutions, information systems security, Cryptography, Adaptive optics, Manufacturing, Integrated optics, Noise measurement, Physics, Physically Unclonable Function (PUF), Formal Security Model, Robustness, Unclonability, Unpredictability,"
IEEE Security and Privacy 2011,Timing- and Termination-Sensitive Secure Information Flow: Exploring a New Approach,"Secure information flow guarantees the secrecy and integrity of data, preventing an attacker from learning secret information (secrecy) or injecting untrusted information (integrity). Covert channels can be used to subvert these security guarantees, for example, timing and termination channels can, either intentionally or inadvertently, violate these guarantees by modifying the timing or termination behavior of a program based on secret or untrusted data. Attacks using these covert channels have been published and are known to work in practiceâ as techniques to prevent non-covert channels are becoming increasingly practical, covert channels are likely to become even more attractive for attackers to exploit. The goal of this paper is to understand the subtleties of timing and termination-sensitive noninterference, explore the space of possible strategies for enforcing noninterference guarantees, and formalize the exact guarantees that these strategies can enforce. As a result of this effort we create a novel strategy that provides stronger security guarantees than existing work, and we clarify claims in existing work about what guarantees can be made.","security of data, secure information flow, secret information, covert channels, Security, Timing, Computational modeling, Processor scheduling, Lattices, Sensitivity, Semantics,"
