conference,title,abstract,keywords
IEEE Security and Privacy 2012,Foundations of Logic-Based Trust Management,"Over the last 15 years, many policy languages have been developed for specifying policies and credentials under the trust management paradigm. What has been missing is a formal semantics - in particular, one that would capture the inherently dynamic nature of trust management, where access decisions are based on the local policy in conjunction with varying sets of dynamically submitted credentials. The goal of this paper is to rest trust management on a solid formal foundation. To this end, we present a model theory that is based on Kripke structures for counterfactual logic. The semantics enjoys compositionality and full abstraction with respect to a natural notion of observational equivalence between trust management policies. Furthermore, we present a corresponding Hilbert-style axiomatization that is expressive enough for reasoning about a system's observables on the object level. We describe an implementation of a mechanization of the proof theory, which can be used to prove non-trivial meta-theorems about trust management systems, as well as analyze probing attacks on such systems. Our benchmark results show that this logic-based approach performs significantly better than the only previously available, ad-hoc analysis method for probing attacks.","authorisation, formal logic, theorem proving, trusted computing, logic-based trust management, policy languages, formal semantics, access decisions, local policy, dynamic credentials, model theory, Kripke structures, counterfactual logic, compositionality, Hilbert-style axiomatization, mechanization, proof theory, nontrivial meta-theorem proving, probing attack analysis, Semantics, Probes, Cognition, Standards, Context, Syntactics, Concrete, trust management, credential, access control, policy language, semantics, Datalog, counterfactual logic, probing attack,"
IEEE Security and Privacy 2012,Formalizing and Enforcing Purpose Restrictions in Privacy Policies,"Privacy policies often place restrictions on the purposes for which a governed entity may use personal information. For example, regulations, such as the Health Insurance Portability and Accountability Act (HIPAA), require that hospital employees use medical information for only certain purposes, such as treatment, but not for others, such as gossip. Thus, using formal or automated methods for enforcing privacy policies requires a semantics of purpose restrictions to determine whether an action is for a purpose or not. We provide such a semantics using a formalism based on planning. We model planning using a modified version of Markov Decision Processes (MDPs), which exclude redundant actions for a formal definition of redundant. We argue that an action is for a purpose if and only if the action is part of a plan for optimizing the satisfaction of that purpose under the MDP model. We use this formalization to define when a sequence of actions is only for or not for a purpose. This semantics enables us to create and implement an algorithm for automating auditing, and to describe formally and compare rigorously previous enforcement methods. To validate our semantics, we conduct a survey to compare our semantics to how people commonly understand the word ""purpose"".","data privacy, formal specification, Markov processes, purpose restriction formalization, purpose restriction enforcement, privacy policies, personal information, Markov decision processes, MDP model, automating auditing algorithm, Privacy, Planning, Semantics, Medical diagnostic imaging, Probabilistic logic, Hospitals, Privacy, Formal Methods,"
IEEE Security and Privacy 2012,Sharing Mobile Code Securely with Information Flow Control,"Mobile code is now a nearly inescapable component of modern computing, thanks to client-side code that runs within web browsers. The usual tension between security and functionality is particularly acute in a mobile-code setting, and current platforms disappoint on both dimensions. We introduce a new architecture for secure mobile code, with which developers can use, publish, and share mobile code securely across trust domains. This architecture enables new kinds of distributed applications, and makes it easier to reuse and evolve code from untrusted providers. The architecture gives mobile code considerable expressive power: it can securely access distributed, persistent, shared information from multiple trust domains, unlike web applications bound by the same-origin policy. The core of our approach is analyzing how flows of information within mobile code affect confidentiality and integrity. Because mobile code is untrusted, this analysis requires novel constraints on information flow and authority. We show that these constraints offer principled enforcement of strong security while avoiding the limitations of current mobile-code security mechanisms. We evaluate our approach by demonstrating a variety of mobile-code applications, showing that new functionality can be offered along with strong security.","codes, Internet, mobile computing, security of data, trusted computing, mobile code sharing, information flow control, modern computing, Web browsers, mobile-code setting, secure mobile code, trust domains, Web applications, same-origin policy, mobile-code security mechanisms, Fabrics, Mobile communication, Computer architecture, Social network services, Libraries, Authorization, security, information flow, mobile code, distributed systems, programming languages, evolution,"
IEEE Security and Privacy 2012,The Psychology of Security for the Home Computer User,"The home computer user is often said to be the weakest link in computer security. They do not always follow security advice, and they take actions, as in phishing, that compromise themselves. In general, we do not understand why users do not always behave safely, which would seem to be in their best interest. This paper reviews the literature of surveys and studies of factors that influence security decisions for home computer users. We organize the review in four sections: understanding of threats, perceptions of risky behavior, efforts to avoid security breaches and attitudes to security interventions. We find that these studies reveal a lot of reasons why current security measures may not match the needs or abilities of home computer users and suggest future work needed to inform how security is delivered to this user group.","computer crime, home computer user, computer security, phishing, security decisions, risky behavior, security breaches, security interventions, Security, Computers, Software, Privacy, Educational institutions, Computational modeling, Electronic mail, usability and security, home users,"
IEEE Security and Privacy 2012,User-Driven Access Control: Rethinking Permission Granting in Modern Operating Systems,"Modern client platforms, such as iOS, Android, Windows Phone, Windows 8, and web browsers, run each application in an isolated environment with limited privileges. A pressing open problem in such systems is how to allow users to grant applications access to user-owned resources, e.g., to privacy- and cost-sensitive devices like the camera or to user data residing in other applications. A key challenge is to enable such access in a way that is non-disruptive to users while still maintaining least-privilege restrictions on applications. In this paper, we take the approach of user-driven access control, whereby permission granting is built into existing user actions in the context of an application, rather than added as an afterthought via manifests or system prompts. To allow the system to precisely capture permission-granting intent in an application's context, we introduce access control gadgets (ACGs). Each user-owned resource exposes ACGs for applications to embed. The user's authentic UI interactions with an ACG grant the application permission to access the corresponding resource. Our prototyping and evaluation experience indicates that user-driven access control is a promising direction for enabling in-context, non-disruptive, and least-privilege permission granting on modern client platforms.","authorisation, mobile computing, operating systems (computers), user driven access control, rethinking permission granting, modern operating systems, iOS, Android, Windows Phone, Windows 8, Web browsers, isolated environment, open problem, user owned resources, access control gadgets, ACG, Access control, Kernel, Cameras, Browsers, Context, Androids, access control, user-driven access control, user intent, operating systems, access control gadgets, ACGs, permission granting, permissions, least-privilege, user-owned resources,"
IEEE Security and Privacy 2012,New Results for Timing-Based Attestation,"In this paper we present a comprehensive timing-based attestation system suitable for typical enterprise use, and evidence of that system's performance. This system, similar to Pioneer [20] but built with relaxed assumptions, successfully detects attacks on code integrity over 10 links of an enterprise network, despite an average of just 1.7% time overhead for the attacker. We also present the first implementation and evaluation of a Trusted Platform Module (TPM) hardware timing-based attestation protocol. We describe the design and results of a set of experiments showing the effectiveness of our timing-based system, thereby providing further evidence of the practicality of timing-based attestation in real-world settings. While system measurement itself is a worthwhile goal, and timing-based attestation systems can provide measurements that are equally as trustworthy as hardware-based attestation systems, we feel that Time Of Check, Time Of Use (TOCTOU) attacks have not received appropriate attention in the literature. To address this topic, we present the three conditions required to execute such an attack, and how past attacks and defenses relate to these conditions.","computer crime, enterprise resource planning, protocols, trusted computing, comprehensive timing-based attestation system, enterprise use, system performance, code integrity detects attacks, enterprise network, trusted platform module hardware timing-based attestation protocol, TPM hardware timing-based attestation protocol, real-world settings, TOCTOU, time of check time of use, Protocols, Kernel, Radiation detectors, Coordinate measuring machines, Hardware, Servers, Registers, remote attestation, software-based attestation, timing-based attestation, trusted platform module, TOCTOU attack,"
IEEE Security and Privacy 2012,ObliviAd: Provably Secure and Practical Online Behavioral Advertising,"Online behavioral advertising (OBA) involves the tracking of web users' online activities in order to deliver tailored advertisements. OBA has become a rapidly increasing source of revenue for a number of web services, and it is typically conducted by third-party data analytics firms such as brokers, which track user behaviors across web-sessions using mechanisms such as persistent cookies. This practice raises significant privacy concerns among users and privacy advocates alike. Therefore, the task of designing OBA systems that do not reveal user profiles to third parties has been receiving growing interest from the research community. Nevertheless, existing solutions are not ideal for privacy preserving OBA: some of them do not provide adequate privacy to users or adequate targeting information to brokers, while others require trusted third parties that are difficult to realize. In this paper, we propose ObliviAd a provably secure architecture for privacy preserving OBA. The distinguishing features of our approach are the usage of secure hardware-based private information retrieval for distributing advertisements and high-latency mixing of electronic tokens for billing advertisers without disclosing any information about client profiles to brokers. ObliviAd does not assume any trusted party and provides brokers an economical alternative that preserves the privacy of users without hampering the precision of ads selection. We present the first formal security definitions for OBA systems (namely, profile privacy, profile unlink ability, and billing correctness) and conduct a formal security analysis of ObliviAd using ProVerif, an automated cryptographic protocol verifier, establishing the aforementioned security properties against a strong adversarial model. Finally, we demonstrated the practicality of our approach with an experimental evaluation.","advertising, behavioural sciences computing, data privacy, information retrieval, Web services, ObliviAd, practical online behavioral advertising, provably secure online behavioral advertising, OBA, Web users online activities, tailored advertisements, Web services, data analytics, persistent cookies, research community, hardware based private information retrieval, distributing advertisements, high-latency mixing, electronic tokens, billing advertisers, trusted party, economical alternative, profile privacy, profile unlink ability, billing correctness, Privacy, Cryptography, Advertising, Protocols, Servers, Coprocessors, behavorial advertising, privacy, unlinkability, private information retrieval, oblivious ram, formal verification, trusted hardware,"
IEEE Security and Privacy 2012,Quid-Pro-Quo-tocols: Strengthening Semi-honest Protocols with Dual Execution,"Known protocols for secure two-party computation that are designed to provide full security against malicious behavior are significantly less efficient than protocols intended only to thwart semi-honest adversaries. We present a concrete design and implementation of protocols achieving security guarantees that are much stronger than are possible with semi-honest protocols, at minimal extra cost. Specifically, we consider protocols in which a malicious adversary may learn a single (arbitrary) bit of additional information about the honest party's input. Correctness of the honest party's output is still guaranteed. Adapting prior work of Mohassel and Franklin, the basic idea in our protocols is to conduct two separate runs of a (specific) semi-honest, garbled-circuit protocol, with the parties swapping roles, followed by an inexpensive secure equality test. We provide a rigorous definition and prove that this protocol leaks no more than one additional bit against a malicious adversary. In addition, we propose some heuristic enhancements to reduce the overall information a cheating adversary learns. Our experiments show that protocols meeting this security level can be implemented at cost very close to that of protocols that only achieve semi-honest security. Our results indicate that this model enables the large-scale, practical applications possible within the semi-honest security model, while providing dramatically stronger security guarantees.","cryptographic protocols, Quid-Pro-Quo-tocols, semihonest protocols, dual execution, secure two-party computation, malicious behavior, semihonest adversary, security guarantee, malicious adversary, garbled-circuit protocol, swapping roles, inexpensive secure equality test, rigorous definition, heuristic enhancement, semihonest security level, semihonest security model, Protocols, Generators, Logic gates, Wires, Computational modeling, Cryptography, secure two-party computation, privacy-preserving protocols,"
IEEE Security and Privacy 2012,Hummingbird: Privacy at the Time of Twitter,"In the last several years, micro-blogging Online Social Networks (OSNs), such as Twitter, have taken the world by storm, now boasting over 100 million subscribers. As an unparalleled stage for an enormous audience, they offer fast and reliable centralized diffusion of pithy tweets to great multitudes of information-hungry and always-connected followers. At the same time, this information gathering and dissemination paradigm prompts some important privacy concerns about relationships between tweeters, followers and interests of the latter. In this paper, we assess privacy in today's Twitter-like OSNs and describe an architecture and a trial implementation of a privacy-preserving service called Hummingbird. It is essentially a variant of Twitter that protects tweet contents, hash tags and follower interests from the (potentially) prying eyes of the centralized server. We argue that, although inherently limited by Twitter's mission of scalable information-sharing, this degree of privacy is valuable. We demonstrate, via a working prototype, that Hummingbird's additional costs are tolerably low. We also sketch out some viable enhancements that might offer better privacy in the long term.","data privacy, information dissemination, social networking (online), Hummingbird, microblogging online social networks, unparalleled stage, centralized diffusion, pithy tweets, information-hungry followers, always-connected followers, information gathering, information dissemination paradigm, privacy concerns, Twitter-like OSN, trial implementation, privacy-preserving service, tweet contents, hash tags, follower interests, centralized server, scalable information-sharing, working prototype, Privacy, Twitter, Servers, Cryptography, Protocols, Subscriptions, privacy twitter multi-party computation,"
IEEE Security and Privacy 2012,On the Feasibility of Internet-Scale Author Identification,"We study techniques for identifying an anonymous author via linguistic stylometry, i.e., comparing the writing style against a corpus of texts of known authorship. We experimentally demonstrate the effectiveness of our techniques with as many as 100,000 candidate authors. Given the increasing availability of writing samples online, our result has serious implications for anonymity and free speech - an anonymous blogger or whistleblower may be unmasked unless they take steps to obfuscate their writing style. While there is a huge body of literature on authorship recognition based on writing style, almost none of it has studied corpora of more than a few hundred authors. The problem becomes qualitatively different at a large scale, as we show, and techniques from prior work fail to scale, both in terms of accuracy and performance. We study a variety of classifiers, both ""lazy"" and ""eager,"" and show how to handle the huge number of classes. We also develop novel techniques for confidence estimation of classifier outputs. Finally, we demonstrate stylometric authorship recognition on texts written in different contexts. In over 20% of cases, our classifiers can correctly identify an anonymous author given a corpus of texts from 100,000 authors; in about 35% of cases the correct author is one of the top 20 guesses. If we allow the classifier the option of not making a guess, via confidence estimation we are able to increase the precision of the top guess from 20% to over 80% with only a halving of recall.","data privacy, document image processing, handwriting recognition, Internet, message authentication, Internet-scale author identification, anonymous author, linguistic stylometry, writing style, free speech, anonymous blogger, whistleblower, confidence estimation, stylometric authorship recognition, Blogs, Writing, Feature extraction, Speech, Estimation, Context, Internet,"
IEEE Security and Privacy 2012,Secure and Scalable Fault Localization under Dynamic Traffic Patterns,"Compromised and misconfigured routers are a well-known problem in ISP and enterprise networks. Data-plane fault localization (FL) aims to identify faulty links of compromised and misconfigured routers during packet forwarding, and is recognized as an effective means of achieving high network availability. Existing secure FL protocols are path-based, which assume that the source node knows the entire outgoing path that delivers the source node's packets and that the path is static and long-lived. However, these assumptions are incompatible with the dynamic traffic patterns and agile load balancing commonly seen in modern networks. To cope with real-world routing dynamics, we propose the first secure neighborhood-based FL protocol, DynaFL, with no requirements on path durability or the source node knowing the outgoing paths. Through a core technique we named delayed key disclosure, DynaFL incurs little communication overhead and a small, constant router state independent of the network size or the number of flows traversing a router. In addition, each DynaFL router maintains only a single secret key, which based on our measurement results represents 2 - 4 orders of magnitude reduction over previous path-based FL protocols.","computer network reliability, computer network security, cryptographic protocols, fault location, Internet, resource allocation, routing protocols, telecommunication traffic, dynamic traffic pattern, scalable fault localization, ISP, enterprise network, fault link, packet forwarding, network availability, agile load balancing, routing dynamics, neighborhood-based FL protocol, DynaFL, flow traversing, path-based FL protocol, security, Routing protocols, Security, Routing, Vectors, Load management, Scalability,"
IEEE Security and Privacy 2012,"Peek-a-Boo, I Still See You: Why Efficient Traffic Analysis Countermeasures Fail","We consider the setting of HTTP traffic over encrypted tunnels, as used to conceal the identity of websites visited by a user. It is well known that traffic analysis (TA) attacks can accurately identify the website a user visits despite the use of encryption, and previous work has looked at specific attack/countermeasure pairings. We provide the first comprehensive analysis of general-purpose TA countermeasures. We show that nine known countermeasures are vulnerable to simple attacks that exploit coarse features of traffic (e.g., total time and bandwidth). The considered countermeasures include ones like those standardized by TLS, SSH, and IPsec, and even more complex ones like the traffic morphing scheme of Wright et al. As just one of our results, we show that despite the use of traffic morphing, one can use only total upstream and downstream bandwidth to identify -- with 98% accuracy - which of two websites was visited. One implication of what we find is that, in the context of website identification, it is unlikely that bandwidth-efficient, general-purpose TA countermeasures can ever provide the type of security targeted in prior work.","cryptography, hypermedia, telecommunication traffic, Web sites, traffic analysis countermeasures, HTTP traffic, encrypted tunnel, traffic analysis attack, TA attack, encryption, attack/countermeasure pairings, TLS, SSH, IPsec, traffic morphing scheme, upstream bandwidth, downstream bandwidth, Web site identification, general-purpose TA countermeasures, security, Web pages, Accuracy, Bandwidth, Vectors, Encryption, Support vector machines, traffic analysis countermeasures, privacy, machine learning, padding, encrypted traffic,"
